address,city,state,zip,price,sqft,bedrooms,bathrooms,days_on_zillow,sale_type,url
67 E 11th St APT 612,New York,NY,10003,699000,NA,0.0,1.0,2,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/67-E-11th-St-APT-612-New-York-NY-10003/244725396_zpid/
142 E 16th St APT 19C,New York,NY,10003,650000,NA,0.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/142-E-16th-St-APT-19C-New-York-NY-10003/244729042_zpid/
327 E 9th St # 1,New York,NY,10003,13000000,8323.0,10.0,13.0,1,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/327-E-9th-St-1-New-York-NY-10003/2089613016_zpid/
72-74 E 3rd St # 5C,Manhattan,NY,10003,1195000,645.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/72-74-E-3rd-St-5C-Manhattan-NY-10003/2089623099_zpid/
51 5th Ave APT 5E,New York,NY,10003,1295000,NA,1.0,1.0,2,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/51-5th-Ave-APT-5E-New-York-NY-10003/80619376_zpid/
39 E 12th St APT 102,New York,NY,10003,3100000,NA,2.0,3.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/39-E-12th-St-APT-102-New-York-NY-10003/244876061_zpid/
50 E 8th St APT 5R,New York,NY,10003,529000,320.0,0.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/50-E-8th-St-APT-5R-New-York-NY-10003/79494216_zpid/
145 E 15th St APT 2N,New York,NY,10003,650000,550.0,0.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/145-E-15th-St-APT-2N-New-York-NY-10003/72516794_zpid/
41 5th Ave APT 14B,New York,NY,10003,1460000,900.0,1.0,1.0,2,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/41-5th-Ave-APT-14B-New-York-NY-10003/72513261_zpid/
205 3rd Ave APT 4U,New York,NY,10003,775000,670.0,1.0,1.0,1,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/205-3rd-Ave-APT-4U-New-York-NY-10003/72538509_zpid/
5 E 17th St,NEW YORK,NY,10003,17000000,6000.0,4.0,4.0,1,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/5-E-17th-St-New-York-NY-10003/55501775_zpid/
50 E 8th St APT 6W,New York,NY,10003,750000,760.0,1.0,1.0,1,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/50-E-8th-St-APT-6W-New-York-NY-10003/72512569_zpid/
20 E 9th St # 6-S,New York,NY,10003,949000,NA,1.0,1.0,1,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/20-E-9th-St-6-S-New-York-NY-10003/89712978_zpid/
233 E 17th St # PH2,New York,NY,10003,2995000,1140.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/233-E-17th-St-PH2-New-York-NY-10003/2089591539_zpid/
13 E 16th St FL 7,New York,NY,10003,2750000,NA,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/13-E-16th-St-FL-7-New-York-NY-10003/2089591555_zpid/
23 E 10th St APT 231,New York,NY,10003,1900000,NA,2.0,2.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/23-E-10th-St-APT-231-New-York-NY-10003/111716612_zpid/
99 E 4th St APT 5G,New York,NY,10003,775000,NA,1.0,1.0,10,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/99-E-4th-St-APT-5G-New-York-NY-10003/244883460_zpid/
45 5th Ave APT 11D,New York,NY,10003,850000,NA,1.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/45-5th-Ave-APT-11D-New-York-NY-10003/94644393_zpid/
50 E 8th St APT 5S,New York,NY,10003,695000,NA,1.0,1.0,7,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/50-E-8th-St-APT-5S-New-York-NY-10003/244799319_zpid/
714 Broadway APT 8,New York,NY,10003,4250000,3139.0,2.0,2.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/714-Broadway-APT-8-New-York-NY-10003/244707608_zpid/
1 5th Ave APT 2D,New York,NY,10003,2500000,NA,2.0,2.0,4,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/1-5th-Ave-APT-2D-New-York-NY-10003/244747959_zpid/
21 E 12th St # 17C,New York,NY,10003,6375000,2028.0,2.0,3.0,10,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/21-E-12th-St-17C-New-York-NY-10003/2089764204_zpid/
1 5th Ave APT 16B,New York,NY,10003,7350000,NA,2.0,2.0,9,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/1-5th-Ave-APT-16B-New-York-NY-10003/244737529_zpid/
200 E 16th St APT 4M,New York,NY,10003,510000,NA,0.0,1.0,7,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/200-E-16th-St-APT-4M-New-York-NY-10003/244794749_zpid/
830 Broadway APT 5,New York,NY,10003,2799500,2800.0,3.0,2.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/830-Broadway-APT-5-New-York-NY-10003/244784561_zpid/
11 5th Ave # 9DC,New York,NY,10003,4495000,NA,4.0,3.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/11-5th-Ave-9DC-New-York-NY-10003/2089764205_zpid/
40 E 10th St APT 4G,New York,NY,10003,4950000,NA,3.0,4.0,9,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/40-E-10th-St-APT-4G-New-York-NY-10003/244846971_zpid/
82 Irving Pl # 34G,New York,NY,10003,2685000,NA,2.0,3.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/82-Irving-Pl-34G-New-York-NY-10003/2108510665_zpid/
11 5th Ave # 10LM,New York,NY,10003,4595000,2100.0,3.0,3.0,7,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/11-5th-Ave-10LM-New-York-NY-10003/2089697604_zpid/
8 Union Sq S # 7B,NEW YORK,NY,10003,2850000,1414.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/8-Union-Sq-S-7B-New-York-NY-10003/97527926_zpid/
21 E 10th St APT 7D,New York,NY,10003,2195000,NA,2.0,2.0,9,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/21-E-10th-St-APT-7D-New-York-NY-10003/244777456_zpid/
311 E 11th St # 4E,New York,NY,10003,1995000,1162.0,2.0,2.0,NA,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/311-E-11th-St-4E-New-York-NY-10003/2136690294_zpid/
40-50 E 10th St # 8B,Manhattan,NY,10003,2695000,NA,2.0,2.0,8,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/40-50-E-10th-St-8B-Manhattan-NY-10003/2089726512_zpid/
7 E 14th St,New York,NY,10003,890000,NA,1.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/7-E-14th-St-New-York-NY-10003/2104377516_zpid/
170 2nd Ave APT 5D,New York,NY,10003,1745000,NA,2.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/170-2nd-Ave-APT-5D-New-York-NY-10003/244902548_zpid/
226 E 12th St APT 5B,New York,NY,10003,725000,NA,1.0,1.0,8,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/226-E-12th-St-APT-5B-New-York-NY-10003/244694007_zpid/
205 E 10th St APT 4A,New York,NY,10003,1275000,NA,2.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/205-E-10th-St-APT-4A-New-York-NY-10003/244773215_zpid/
142 E 16th St APT 4H,New York,NY,10003,950000,850.0,1.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/142-E-16th-St-APT-4H-New-York-NY-10003/89454982_zpid/
32 Gramercy Park S APT 10K,New York,NY,10003,695000,NA,0.0,1.0,8,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/32-Gramercy-Park-S-APT-10K-New-York-NY-10003/72537075_zpid/
201 E 17th St APT 16F,New York,NY,10003,959000,NA,1.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/201-E-17th-St-APT-16F-New-York-NY-10003/244725913_zpid/
874 Broadway APT 607,New York,NY,10003,1625000,1100.0,1.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/874-Broadway-APT-607-New-York-NY-10003/72516400_zpid/
20 E 9th St # 3U,New York,NY,10003,1550000,980.0,1.0,1.0,8,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/20-E-9th-St-3U-New-York-NY-10003/244738688_zpid/
211 E 13th St # 1D,New York,NY,10003,968500,NA,0.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/211-E-13th-St-1D-New-York-NY-10003/122064175_zpid/
7 E 14th St APT 1627,New York,NY,10003,890000,NA,1.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/7-E-14th-St-APT-1627-New-York-NY-10003/244755278_zpid/
130 E 18th St APT 1L,New York,NY,10003,739000,516.0,0.0,1.0,11,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/130-E-18th-St-APT-1L-New-York-NY-10003/72516863_zpid/
(undisclosed Address),New York,NY,10003,1495000,NA,0.0,1.0,8,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/(undisclosed-Address)-New-York-NY-10003/2089731461_zpid/
228 E 13th St APT 2,New York,NY,10003,369000,1600.0,0.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/228-E-13th-St-APT-2-New-York-NY-10003/111716815_zpid/
317 E 6th St APT 1,New York,NY,10003,1200000,800.0,2.0,1.0,18,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/317-E-6th-St-APT-1-New-York-NY-10003/72511759_zpid/
64 E 7th St,NEW YORK,NY,10003,18000000,7500.0,5.0,7.0,13,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/64-E-7th-St-New-York-NY-10003/31496619_zpid/
30 E 9th St APT 3GG,New York,NY,10003,549995,NA,0.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/30-E-9th-St-APT-3GG-New-York-NY-10003/244730636_zpid/
317 E 18th St APT 1D,New York,NY,10003,349000,NA,0.0,1.0,23,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/317-E-18th-St-APT-1D-New-York-NY-10003/2108050425_zpid/
28 E 4th St # PHE,New York,NY,10003,4500000,NA,3.0,3.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/28-E-4th-St-PHE-New-York-NY-10003/2090043983_zpid/
445 Lafayette St,New York,NY,10003,1730000,NA,NA,NA,16,Auction,http://www.zillow.com/homes/for_sale//homedetails/445-Lafayette-St-New-York-NY-10003/2106643601_zpid/
7 E 14th St APT 1004,New York,NY,10003,550000,500.0,0.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/7-E-14th-St-APT-1004-New-York-NY-10003/244853862_zpid/
29 E 11th St,NEW YORK,NY,10003,9725000,5000.0,6.0,6.0,24,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/29-E-11th-St-New-York-NY-10003/31498560_zpid/
214 E 9th St APT 4C,New York,NY,10003,2650000,1175.0,1.0,2.0,29,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/214-E-9th-St-APT-4C-New-York-NY-10003/2090106220_zpid/
315 E 12th St APT 30,New York,NY,10003,849000,NA,2.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/315-E-12th-St-APT-30-New-York-NY-10003/119913258_zpid/
15 Union Sq W APT 3B,New York,NY,10003,11000000,2849.0,3.0,4.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-Union-Sq-W-APT-3B-New-York-NY-10003/2130581537_zpid/
60 E 9th St APT 531,New York,NY,10003,499000,NA,0.0,1.0,16,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/60-E-9th-St-APT-531-New-York-NY-10003/244704940_zpid/
1 5th Ave APT 10G,New York,NY,10003,3995000,NA,2.0,2.0,27,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/1-5th-Ave-APT-10G-New-York-NY-10003/244864470_zpid/
211 E 18th St APT 2NO,New York,NY,10003,1695000,NA,3.0,2.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/211-E-18th-St-APT-2NO-New-York-NY-10003/244786573_zpid/
52 E 4th St PENTHOUSE 3,New York,NY,10003,5650000,1317.0,2.0,3.0,18,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/52-E-4th-St-PENTHOUSE-3-New-York-NY-10003/89336091_zpid/
15 Union Sq W # 2-NORTH,New York,NY,10003,2250000,1415.0,2.0,1.0,23,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-Union-Sq-W-2-NORTH-New-York-NY-10003/2089990930_zpid/
347 Bowery # 5/6,New York,NY,10003,7000000,2891.0,2.0,4.0,16,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/347-Bowery-5-6-New-York-NY-10003/2098423457_zpid/
15 Union Sq W # 3B2N,New York,NY,10003,13250000,4264.0,5.0,5.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-Union-Sq-W-3B2N-New-York-NY-10003/2089962215_zpid/
110 3rd Ave APT 10C,NEW YORK,NY,10003,2950000,1442.0,3.0,3.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/110-3rd-Ave-APT-10C-New-York-NY-10003/97509334_zpid/
126 E 12th St APT 1B,New York,NY,10003,975000,NA,2.0,1.0,21,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/126-E-12th-St-APT-1B-New-York-NY-10003/114275510_zpid/
59 4th Ave APT 2A,New York,NY,10003,1900000,1900.0,2.0,2.0,17,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/59-4th-Ave-APT-2A-New-York-NY-10003/84074802_zpid/
232 E 6th St APT 3D,New York,NY,10003,669000,450.0,1.0,1.0,11,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/232-E-6th-St-APT-3D-New-York-NY-10003/72511803_zpid/
7 E 14th St # PHD,New York,NY,10003,1499000,NA,1.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/7-E-14th-St-PHD-New-York-NY-10003/2110204534_zpid/
28 E 10th St APT 4H,NEW YORK,NY,10003,3495000,1534.0,2.0,2.0,14,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/28-E-10th-St-APT-4H-New-York-NY-10003/97508952_zpid/
205 3rd Ave APT 4F,New York,NY,10003,650000,700.0,1.0,1.0,30,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/205-3rd-Ave-APT-4F-New-York-NY-10003/72517991_zpid/
317 E 18th St APT 1D,New York,NY,10003,349000,NA,0.0,1.0,24,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/317-E-18th-St-APT-1D-New-York-NY-10003/121818809_zpid/
133 2nd Ave APT 6,NEW YORK,NY,10003,1745000,990.0,2.0,2.0,29,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/133-2nd-Ave-APT-6-New-York-NY-10003/97502288_zpid/
222 E 5th St APT 5,New York,NY,10003,1469000,829.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/222-E-5th-St-APT-5-New-York-NY-10003/2102044451_zpid/
311 E 11th St # PH1B,New York,NY,10003,1895000,1024.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/311-E-11th-St-PH1B-New-York-NY-10003/2089845043_zpid/
62 E 1st St APT 4S,NEW YORK,NY,10003,1795000,1027.0,2.0,1.0,21,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/62-E-1st-St-APT-4S-New-York-NY-10003/97505655_zpid/
25 5th Ave APT 14B,NEW YORK,NY,10003,2995000,NA,2.0,1.0,30,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/25-5th-Ave-APT-14B-New-York-NY-10003/89332531_zpid/
230 E 15th St APT 7P,New York,NY,10003,595000,NA,0.0,1.0,26,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/230-E-15th-St-APT-7P-New-York-NY-10003/244719950_zpid/
240 Park Ave S APT 6A,NEW YORK,NY,10003,3800000,1581.0,2.0,2.0,15,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/240-Park-Ave-S-APT-6A-New-York-NY-10003/89329557_zpid/
70 E 10th St APT 4E,New York,NY,10003,2200000,1500.0,2.0,2.0,13,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/70-E-10th-St-APT-4E-New-York-NY-10003/244903027_zpid/
148 E 19th St APT 2C,New York,NY,10003,1200000,600.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/148-E-19th-St-APT-2C-New-York-NY-10003/2111739716_zpid/
205 E 16th St APT 3D,NEW YORK,NY,10003,2450000,1619.0,2.0,2.0,21,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/205-E-16th-St-APT-3D-New-York-NY-10003/80006517_zpid/
142 E 16th St APT 16B,New York,NY,10003,689900,650.0,1.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/142-E-16th-St-APT-16B-New-York-NY-10003/244752190_zpid/
38 E 1st St # 2B,New York,NY,10003,2480000,1350.0,3.0,2.0,22,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/38-E-1st-St-2B-New-York-NY-10003/244862504_zpid/
317 E 18th St APT 6B,New York,NY,10003,375000,NA,0.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/317-E-18th-St-APT-6B-New-York-NY-10003/84074761_zpid/
67 E 11th St APT 504,New York,NY,10003,979500,798.0,1.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/67-E-11th-St-APT-504-New-York-NY-10003/244836939_zpid/
55 E 11th St APT 3,New York,NY,10003,3850000,NA,3.0,3.0,30,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/55-E-11th-St-APT-3-New-York-NY-10003/72513080_zpid/
242 E 19th St APT 11A,New York,NY,10003,1895000,NA,2.0,2.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/242-E-19th-St-APT-11A-New-York-NY-10003/219657673_zpid/
32 Gramercy Park S # 2G,New York,NY,10003,899000,850.0,1.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/32-Gramercy-Park-S-2G-New-York-NY-10003/72516970_zpid/
200 E 16th St APT 1A,New York,NY,10003,1395000,1000.0,2.0,2.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/200-E-16th-St-APT-1A-New-York-NY-10003/72538482_zpid/
88 E 3rd St APT 7,New York,NY,10003,699000,NA,1.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/88-E-3rd-St-APT-7-New-York-NY-10003/80624951_zpid/
210 E 15th St APT 9D,New York,NY,10003,685000,NA,1.0,1.0,25,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/210-E-15th-St-APT-9D-New-York-NY-10003/244695293_zpid/
115 E 9th St APT 12H,New York,NY,10003,1695000,NA,2.0,2.0,28,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/115-E-9th-St-APT-12H-New-York-NY-10003/72512783_zpid/
115 4th Ave APT 6H,NEW YORK,NY,10003,1795000,NA,1.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/115-4th-Ave-APT-6H-New-York-NY-10003/31498375_zpid/
40-50 E 10th St # 4J,Manhattan,NY,10003,1725000,NA,1.0,2.0,16,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/40-50-E-10th-St-4J-Manhattan-NY-10003/2089855502_zpid/
305 2nd Ave APT 513,NEW YORK,NY,10003,1695000,1200.0,2.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/305-2nd-Ave-APT-513-New-York-NY-10003/63866671_zpid/
130 E 18th St APT 8C,New York,NY,10003,850000,NA,1.0,1.0,14,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/130-E-18th-St-APT-8C-New-York-NY-10003/79496729_zpid/
200 E 16th St APT 3J,New York,NY,10003,899000,NA,1.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/200-E-16th-St-APT-3J-New-York-NY-10003/72517908_zpid/
70 E 10th St APT 16K,New York,NY,10003,1210000,1100.0,1.0,1.0,13,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/70-E-10th-St-APT-16K-New-York-NY-10003/244704797_zpid/
1 Irving Pl APT G10F,NEW YORK,NY,10003,1495000,785.0,1.0,1.0,14,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1-Irving-Pl-APT-G10F-New-York-NY-10003/31506014_zpid/
20 E 9th St APT 3S,New York,NY,10003,850000,NA,1.0,1.0,18,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/20-E-9th-St-APT-3S-New-York-NY-10003/244786397_zpid/
1 Irving Pl APT V16C,NEW YORK,NY,10003,1225000,670.0,1.0,1.0,20,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1-Irving-Pl-APT-V16C-New-York-NY-10003/31506273_zpid/
20 E 9th St # 22D,New York,NY,10003,1750000,NA,1.0,1.0,15,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/20-E-9th-St-22D-New-York-NY-10003/79494737_zpid/
230 E 20th St # 11,New York,NY,10003,1350000,648.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/230-E-20th-St-11-New-York-NY-10003/2090020145_zpid/
211 E 18th St APT 3M,New York,NY,10003,775000,700.0,1.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/211-E-18th-St-APT-3M-New-York-NY-10003/72537089_zpid/
7 E 14th St APT 17A,New York,NY,10003,1195000,NA,1.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/7-E-14th-St-APT-17A-New-York-NY-10003/244779054_zpid/
1 Irving Pl APT G8I,NEW YORK,NY,10003,1100000,585.0,1.0,1.0,29,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1-Irving-Pl-APT-G8I-New-York-NY-10003/31506046_zpid/
41 5th Ave APT 4C,New York,NY,10003,1225000,NA,1.0,1.0,14,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/41-5th-Ave-APT-4C-New-York-NY-10003/119909190_zpid/
134 E 16th St APT 3,New York,NY,10003,925000,650.0,1.0,1.0,25,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/134-E-16th-St-APT-3-New-York-NY-10003/111024644_zpid/
7 E 14th St APT 920,New York,NY,10003,899000,NA,1.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/7-E-14th-St-APT-920-New-York-NY-10003/72516343_zpid/
7 E 14th St APT 21C,New York,NY,10003,825000,NA,1.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/7-E-14th-St-APT-21C-New-York-NY-10003/111024642_zpid/
67 E 11th St APT 619,New York,NY,10003,635000,NA,0.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/67-E-11th-St-APT-619-New-York-NY-10003/123518525_zpid/
7 E 14th St APT 1228,New York,NY,10003,899000,725.0,1.0,1.0,18,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/7-E-14th-St-APT-1228-New-York-NY-10003/72516354_zpid/
63 E 9th St APT 4M,New York,NY,10003,1425000,850.0,2.0,1.0,21,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/63-E-9th-St-APT-4M-New-York-NY-10003/244887096_zpid/
200 E 16th St # 9EM,New York,NY,10003,1495000,900.0,1.0,2.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/200-E-16th-St-9EM-New-York-NY-10003/123118851_zpid/
23 E 10th St APT 409,New York,NY,10003,1250000,NA,1.0,1.0,14,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/23-E-10th-St-APT-409-New-York-NY-10003/72512983_zpid/
63 E 9th St APT 9G,New York,NY,10003,1350000,NA,1.0,1.0,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/63-E-9th-St-APT-9G-New-York-NY-10003/244871200_zpid/
67 E 11th St APT 218,New York,NY,10003,630000,NA,0.0,1.0,18,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/67-E-11th-St-APT-218-New-York-NY-10003/72513045_zpid/
60 E 8th St APT 26M,New York,NY,10003,1450000,NA,1.0,1.0,16,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/60-E-8th-St-APT-26M-New-York-NY-10003/244715737_zpid/
50 E 8th St APT 3T,New York,NY,10003,874000,950.0,2.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/50-E-8th-St-APT-3T-New-York-NY-10003/119910519_zpid/
125 E 4th St APT 24,New York,NY,10003,618500,650.0,2.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/125-E-4th-St-APT-24-New-York-NY-10003/244799608_zpid/
337 E 18th St,New York,NY,10003,5500000,3666.0,7.0,7.0,258,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/337-E-18th-St-New-York-NY-10003/2107086263_zpid/
347 E 5th St APT 6A,New York,NY,10003,475000,NA,1.0,1.0,37,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/347-E-5th-St-APT-6A-New-York-NY-10003/2093130866_zpid/
50 E 8th St APT 3U,New York,NY,10003,399000,NA,0.0,1.0,36,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/50-E-8th-St-APT-3U-New-York-NY-10003/244841886_zpid/
323 E 17th St,NEW YORK,NY,10003,9400000,7000.0,6.0,5.0,NA,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/323-E-17th-St-New-York-NY-10003/31508819_zpid/
E 14th St,New York,NY,10003,NA,197904.0,0.0,NA,578,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/244694667_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
32-34 E 2nd St # 13,Manhattan,NY,10003,899000,NA,2.0,1.0,90,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/32-34-E-2nd-St-13-Manhattan-NY-10003/2091105994_zpid/
E 12th St APT 5A,New York,NY,10003,NA,984.0,0.0,NA,73,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/246128325_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
7 E 3rd St APT 14,New York,NY,10003,789000,NA,1.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/7-E-3rd-St-APT-14-New-York-NY-10003/94685256_zpid/
111 3rd Ave # PHCD,New York,NY,10003,1500000,1200.0,3.0,2.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/111-3rd-Ave-PHCD-New-York-NY-10003/2090533304_zpid/
18 Gramercy Park S,NEW YORK,NY,10003,46500000,6329.0,4.0,6.0,386,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/18-Gramercy-Park-S-New-York-NY-10003/122274881_zpid/
