,address,city,state,zip,price,sqft,bedrooms,bathrooms,days_on_zillow,sale_type,url
484,20 E 9th St # 7N,New York,NY,10003,799000.0,,0.0,1.0,,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/20-E-9th-St-7N-New-York-NY-10003/89556387_zpid/
485,40 E 9th St APT 5G,New York,NY,10003,1345000.0,,1.0,1.0,59.0,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/40-E-9th-St-APT-5G-New-York-NY-10003/244697650_zpid/
486,70 E 10th St APT 10P,New York,NY,10003,1245000.0,1000.0,1.0,1.0,92.0,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/70-E-10th-St-APT-10P-New-York-NY-10003/244725426_zpid/
487,60 E 9th St APT 428,New York,NY,10003,995000.0,850.0,1.0,1.0,,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/60-E-9th-St-APT-428-New-York-NY-10003/244839734_zpid/
488,67 E 11th St APT 520,New York,NY,10003,895000.0,,1.0,1.0,,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/67-E-11th-St-APT-520-New-York-NY-10003/244725287_zpid/
489,1 Irving Pl APT G20H,NEW YORK,NY,10003,830000.0,459.0,0.0,1.0,,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1-Irving-Pl-APT-G20H-New-York-NY-10003/31506043_zpid/
490,54 E 8th St # 2,New York,NY,10003,618000.0,,0.0,1.0,53.0,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/54-E-8th-St-2-New-York-NY-10003/2090566982_zpid/
491,205 3rd Ave APT 7A,New York,NY,10003,675000.0,650.0,1.0,1.0,43.0,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/205-3rd-Ave-APT-7A-New-York-NY-10003/72517999_zpid/
492,115 E 9th St APT 7N,New York,NY,10003,535000.0,,0.0,1.0,,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/115-E-9th-St-APT-7N-New-York-NY-10003/72512771_zpid/
493,60 E 8th St APT 32P,New York,NY,10003,1325000.0,,1.0,1.0,,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/60-E-8th-St-APT-32P-New-York-NY-10003/244864108_zpid/
494,23 Waverly Pl APT 4L,New York,NY,10003,679000.0,500.0,0.0,1.0,,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/23-Waverly-Pl-APT-4L-New-York-NY-10003/89139342_zpid/
495,130 E 18th St APT 6G,New York,NY,10003,975000.0,,1.0,1.0,35.0,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/130-E-18th-St-APT-6G-New-York-NY-10003/72516871_zpid/
496,130 E 18th St APT 9V,New York,NY,10003,925000.0,750.0,1.0,1.0,,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/130-E-18th-St-APT-9V-New-York-NY-10003/82582121_zpid/
497,130 E 18th St APT 8U,New York,NY,10003,899000.0,750.0,1.0,1.0,,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/130-E-18th-St-APT-8U-New-York-NY-10003/72516880_zpid/
498,7 E 14th St APT 1217,New York,NY,10003,1035000.0,,1.0,1.0,,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/7-E-14th-St-APT-1217-New-York-NY-10003/72516353_zpid/
499,7 E 14th St APT 709,New York,NY,10003,1250000.0,,1.0,1.0,32.0,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/7-E-14th-St-APT-709-New-York-NY-10003/119907779_zpid/
500,130 E 18th St APT 8M,New York,NY,10003,685000.0,,0.0,1.0,,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/130-E-18th-St-APT-8M-New-York-NY-10003/92693011_zpid/
501,54 E 8th St APT 4A,New York,NY,10003,625000.0,700.0,1.0,1.0,309.0,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/54-E-8th-St-APT-4A-New-York-NY-10003/2093614226_zpid/
502,Irving Pl APT P20F,NEW YORK,NY,10003,,785.0,,,57.0,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/247194143_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
503,E 11th St APT 5D,NEW YORK,NY,10003,,896.0,,,45.0,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/247194154_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
