,address,city,state,zip,price,sqft,bedrooms,bathrooms,days_on_zillow,sale_type,url
356,21 E 12th St # 5C,New York,NY,10003,2650000.0,1033.0,1.0,2.0,359.0,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/21-E-12th-St-5C-New-York-NY-10003/2094216314_zpid/
357,70 E 10th St APT 1C,New York,NY,10003,999999.0,1100.0,1.0,1.0,,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/70-E-10th-St-APT-1C-New-York-NY-10003/2095461218_zpid/
358,18 E 12th St APT 8D,New York,NY,10003,1850000.0,1257.0,1.0,1.0,,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/18-E-12th-St-APT-8D-New-York-NY-10003/2097948927_zpid/
359,133 2nd Ave APT 1,NEW YORK,NY,10003,2345000.0,1935.0,2.0,2.0,193.0,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/133-2nd-Ave-APT-1-New-York-NY-10003/89335295_zpid/
360,32 E 1st St # 2D,New York,NY,10003,2550000.0,1083.0,2.0,2.0,,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/32-E-1st-St-2D-New-York-NY-10003/2090836013_zpid/
361,222 Park Ave S APT 3D,New York,NY,10003,2390000.0,1300.0,2.0,2.0,92.0,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/222-Park-Ave-S-APT-3D-New-York-NY-10003/244774859_zpid/
362,215 E 19th St # 10E,New York,NY,10003,5580000.0,2519.0,3.0,4.0,,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/215-E-19th-St-10E-New-York-NY-10003/2092558352_zpid/
363,16 E 17th St # 5FL,New York,NY,10003,3250000.0,2000.0,2.0,3.0,247.0,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/16-E-17th-St-5FL-New-York-NY-10003/2101674659_zpid/
364,116 University Pl APT 3,New York,NY,10003,7350000.0,3056.0,3.0,4.0,339.0,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/116-University-Pl-APT-3-New-York-NY-10003/2093964972_zpid/
365,28 E 10th St APT 4B,NEW YORK,NY,10003,2895000.0,1375.0,2.0,1.5,596.0,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/28-E-10th-St-APT-4B-New-York-NY-10003/96756472_zpid/
366,305 2nd Ave APT 305,New York,NY,10003,1825000.0,1236.0,1.0,2.0,,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/305-2nd-Ave-APT-305-New-York-NY-10003/2133199664_zpid/
367,230 E 20th St # 43,New York,NY,10003,2345000.0,1127.0,2.0,2.0,,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/230-E-20th-St-43-New-York-NY-10003/2090283576_zpid/
368,305 2nd Ave APT 345,NEW YORK,NY,10003,1795000.0,1308.0,2.0,1.0,72.0,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/305-2nd-Ave-APT-345-New-York-NY-10003/63866657_zpid/
369,30 E 9th St APT 5G,New York,NY,10003,1850000.0,,2.0,2.0,,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/30-E-9th-St-APT-5G-New-York-NY-10003/244835703_zpid/
370,230 E 20th St # 31,New York,NY,10003,2250000.0,1083.0,2.0,2.0,,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/230-E-20th-St-31-New-York-NY-10003/2090283575_zpid/
371,110 3rd Ave APT 8C,NEW YORK,NY,10003,2995000.0,,,,,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/110-3rd-Ave-APT-8C-New-York-NY-10003/97512435_zpid/
372,215 E 19th St # 4K,New York,NY,10003,2155000.0,1211.0,1.0,2.0,,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/215-E-19th-St-4K-New-York-NY-10003/2092558335_zpid/
373,51 Saint Marks Pl APT 10,New York,NY,10003,970000.0,840.0,1.0,1.0,,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/51-Saint-Marks-Pl-APT-10-New-York-NY-10003/244697169_zpid/
374,54 E 8th St APT 2L,New York,NY,10003,435000.0,,0.0,1.0,35.0,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/54-E-8th-St-APT-2L-New-York-NY-10003/72512572_zpid/
375,70 E 10th St APT 4H,New York,NY,10003,1450000.0,1000.0,2.0,2.0,43.0,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/70-E-10th-St-APT-4H-New-York-NY-10003/113975924_zpid/
376,69 5th Ave APT 6C,New York,NY,10003,999000.0,,1.0,2.0,,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/69-5th-Ave-APT-6C-New-York-NY-10003/244855917_zpid/
377,69 5th Ave APT 8G,New York,NY,10003,2450000.0,,2.0,2.0,31.0,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/69-5th-Ave-APT-8G-New-York-NY-10003/244867984_zpid/
378,67 E 11th St APT 605,New York,NY,10003,849000.0,840.0,1.0,1.0,,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/67-E-11th-St-APT-605-New-York-NY-10003/244833976_zpid/
379,201 E 17th St APT 2E,New York,NY,10003,785000.0,,1.0,1.0,,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/201-E-17th-St-APT-2E-New-York-NY-10003/114443176_zpid/
380,69 5th Ave APT 4D,New York,NY,10003,1250000.0,1100.0,1.0,2.0,,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/69-5th-Ave-APT-4D-New-York-NY-10003/2091475831_zpid/
381,41 5th Ave APT 16F,New York,NY,10003,1525000.0,95117.0,1.0,2.0,,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/41-5th-Ave-APT-16F-New-York-NY-10003/244759800_zpid/
382,80 2nd Ave APT 3,New York,NY,10003,1999999.0,1450.0,2.0,2.0,,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/80-2nd-Ave-APT-3-New-York-NY-10003/2091189200_zpid/
383,145 E 15th St APT 8H,New York,NY,10003,675000.0,,1.0,1.0,,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/145-E-15th-St-APT-8H-New-York-NY-10003/244880390_zpid/
384,123 3rd Ave APT 6A,NEW YORK,NY,10003,2100000.0,1166.0,2.0,2.0,,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/123-3rd-Ave-APT-6A-New-York-NY-10003/112088642_zpid/
385,40-50 E 10th St # 3K,Manhattan,NY,10003,2500000.0,,2.0,2.0,,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/40-50-E-10th-St-3K-Manhattan-NY-10003/2092526222_zpid/
386,240 E 10th St APT 4B,NEW YORK,NY,10003,2080000.0,1145.0,2.0,2.0,,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/240-E-10th-St-APT-4B-New-York-NY-10003/61965984_zpid/
387,889 Broadway APT 2C,New York,NY,10003,1950000.0,1400.0,1.0,1.0,,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/889-Broadway-APT-2C-New-York-NY-10003/244836007_zpid/
388,41 5th Ave # 4DE,New York,NY,10003,3185000.0,,3.0,2.0,,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/41-5th-Ave-4DE-New-York-NY-10003/2092040058_zpid/
389,305 2nd Ave APT 721,NEW YORK,NY,10003,1845000.0,1054.0,2.0,2.0,72.0,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/305-2nd-Ave-APT-721-New-York-NY-10003/63866719_zpid/
390,20 E 9th St # 2N,New York,NY,10003,715000.0,,0.0,1.0,92.0,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/20-E-9th-St-2N-New-York-NY-10003/244889933_zpid/
391,60 E 9th St APT 521,New York,NY,10003,520000.0,500.0,0.0,1.0,52.0,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/60-E-9th-St-APT-521-New-York-NY-10003/244719958_zpid/
392,110 3rd Ave APT 11A,NEW YORK,NY,10003,2295000.0,1165.0,2.0,2.0,60.0,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/110-3rd-Ave-APT-11A-New-York-NY-10003/97501451_zpid/
393,60 E 9th St APT 324,New York,NY,10003,569000.0,,0.0,1.0,,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/60-E-9th-St-APT-324-New-York-NY-10003/244872598_zpid/
394,305 2nd Ave APT 307,NEW YORK,NY,10003,1670000.0,1276.0,1.0,2.0,,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/305-2nd-Ave-APT-307-New-York-NY-10003/63866620_zpid/
395,230 E 20th St # 54,New York,NY,10003,2300000.0,995.0,2.0,2.0,224.0,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/230-E-20th-St-54-New-York-NY-10003/2092558343_zpid/
396,115 E 9th St APT 17N,New York,NY,10003,549000.0,400.0,0.0,1.0,,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/115-E-9th-St-APT-17N-New-York-NY-10003/72512793_zpid/
397,133 E 15th St APT 3A,New York,NY,10003,663888.0,550.0,1.0,2.0,,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/133-E-15th-St-APT-3A-New-York-NY-10003/119917917_zpid/
398,303 Mercer St APT A503,New York,NY,10003,2695000.0,,2.0,2.0,,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/303-Mercer-St-APT-A503-New-York-NY-10003/79494206_zpid/
399,69 5th Ave APT 10D,New York,NY,10003,1975000.0,,2.0,2.0,59.0,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/69-5th-Ave-APT-10D-New-York-NY-10003/244890195_zpid/
400,7 E 14th St APT 901,New York,NY,10003,825000.0,650.0,1.0,1.0,,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/7-E-14th-St-APT-901-New-York-NY-10003/72538309_zpid/
401,20 E 9th St UNIT 3-G,New York,NY,10003,699000.0,780.0,0.0,1.0,92.0,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/20-E-9th-St-UNIT-3-G-New-York-NY-10003/244903736_zpid/
402,11 5th Ave # 17C,New York,NY,10003,3995000.0,,2.0,2.0,42.0,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/11-5th-Ave-17C-New-York-NY-10003/120560694_zpid/
403,230 E 15th St # 9MN,New York,NY,10003,1670000.0,1320.0,2.0,2.0,,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/230-E-15th-St-9MN-New-York-NY-10003/2100353031_zpid/
404,205 E 16th St APT 4B,New York,NY,10003,1995000.0,1305.0,1.0,2.0,,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/205-E-16th-St-APT-4B-New-York-NY-10003/80005907_zpid/
405,225 E 19th St # 605,New York,NY,10003,1555000.0,696.0,1.0,1.0,,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/225-E-19th-St-605-New-York-NY-10003/2092558334_zpid/
406,225 E 19th St # 201,New York,NY,10003,1625000.0,830.0,1.0,1.0,,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/225-E-19th-St-201-New-York-NY-10003/2090268953_zpid/
407,77 E 12th St APT 17D,New York,NY,10003,825000.0,,1.0,1.0,,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/77-E-12th-St-APT-17D-New-York-NY-10003/72513132_zpid/
408,63 E 9th St APT 10A,New York,NY,10003,1150000.0,209785.0,1.0,1.0,,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/63-E-9th-St-APT-10A-New-York-NY-10003/244734935_zpid/
409,142 E 16th St # 6AB,New York,NY,10003,1990000.0,1650.0,2.0,2.0,36.0,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/142-E-16th-St-6AB-New-York-NY-10003/72516846_zpid/
410,80 2nd Avenue # FL 3RD,New York,NY,10003,2200000.0,,2.0,2.0,,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/80-2nd-Avenue-FL-3RD-New-York-NY-10003/2090813984_zpid/
411,60 E 8th St APT 22N,New York,NY,10003,1625000.0,,2.0,1.0,80.0,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/60-E-8th-St-APT-22N-New-York-NY-10003/244729260_zpid/
412,26 E 10th St APT 6F,New York,NY,10003,1635000.0,850.0,1.0,1.0,43.0,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/26-E-10th-St-APT-6F-New-York-NY-10003/121306415_zpid/
413,60 E 8th St APT 23F,New York,NY,10003,2640000.0,1120.0,2.0,2.0,,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/60-E-8th-St-APT-23F-New-York-NY-10003/244860718_zpid/
414,142 E 16th St APT 20B,New York,NY,10003,2145000.0,1370.0,2.0,2.0,,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/142-E-16th-St-APT-20B-New-York-NY-10003/79496707_zpid/
415,70 E 10th St APT 5E,New York,NY,10003,2495000.0,,3.0,2.0,34.0,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/70-E-10th-St-APT-5E-New-York-NY-10003/121326623_zpid/
416,77 E 12th St # 16EF,New York,NY,10003,2325000.0,1450.0,3.0,2.0,33.0,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/77-E-12th-St-16EF-New-York-NY-10003/122074480_zpid/
417,305 2nd Ave APT 707,NEW YORK,NY,10003,1649000.0,1168.0,1.0,1.0,,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/305-2nd-Ave-APT-707-New-York-NY-10003/63866705_zpid/
418,200 E 16th St APT 2G,New York,NY,10003,495000.0,,0.0,1.0,158.0,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/200-E-16th-St-APT-2G-New-York-NY-10003/72517903_zpid/
419,23 E 10th St APT 4E,New York,NY,10003,825000.0,,0.0,1.0,67.0,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/23-E-10th-St-APT-4E-New-York-NY-10003/244824285_zpid/
420,32 E 1st St # 6E,New York,NY,10003,1300000.0,484.0,1.0,1.0,,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/32-E-1st-St-6E-New-York-NY-10003/2090836011_zpid/
421,63 E 9th St APT 5D,New York,NY,10003,649000.0,,0.0,1.0,39.0,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/63-E-9th-St-APT-5D-New-York-NY-10003/244873332_zpid/
422,63 E 9th St APT 8O,New York,NY,10003,1875000.0,,2.0,2.0,,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/63-E-9th-St-APT-8O-New-York-NY-10003/244778549_zpid/
423,205 3rd Ave APT 17E,New York,NY,10003,1885000.0,1350.0,2.0,2.0,,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/205-3rd-Ave-APT-17E-New-York-NY-10003/82391597_zpid/
424,1 5th Ave APT 6B,New York,NY,10003,2550000.0,,2.0,2.0,32.0,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/1-5th-Ave-APT-6B-New-York-NY-10003/114416541_zpid/
425,67 E 11th St APT 302,New York,NY,10003,1695000.0,,1.0,2.0,43.0,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/67-E-11th-St-APT-302-New-York-NY-10003/72513050_zpid/
426,305 2nd Ave APT 723,NEW YORK,NY,10003,1635000.0,1167.0,2.0,1.0,,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/305-2nd-Ave-APT-723-New-York-NY-10003/63866721_zpid/
427,70 E 10th St APT 4V,New York,NY,10003,2100000.0,1500.0,2.0,2.0,43.0,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/70-E-10th-St-APT-4V-New-York-NY-10003/72512714_zpid/
428,305 2nd Ave APT 516,NEW YORK,NY,10003,1625000.0,1170.0,1.0,1.0,,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/305-2nd-Ave-APT-516-New-York-NY-10003/63866674_zpid/
429,215 E 19th St # 14F,New York,NY,10003,1425000.0,686.0,0.0,1.0,,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/215-E-19th-St-14F-New-York-NY-10003/2092558348_zpid/
430,130 E 18th St APT 8M,New York,NY,10003,685000.0,,0.0,1.0,,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/130-E-18th-St-APT-8M-New-York-NY-10003/244876805_zpid/
431,41 5th Ave APT 8F,New York,NY,10003,1488888.0,,1.0,1.0,92.0,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/41-5th-Ave-APT-8F-New-York-NY-10003/244714012_zpid/
432,55 E 9th St APT 4D,New York,NY,10003,925000.0,775.0,1.0,1.0,,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/55-E-9th-St-APT-4D-New-York-NY-10003/2092164263_zpid/
433,40 E 9th St APT 8B,New York,NY,10003,1295000.0,,1.0,1.0,78.0,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/40-E-9th-St-APT-8B-New-York-NY-10003/244778945_zpid/
434,808 Broadway APT 5K,New York,NY,10003,1295000.0,900.0,1.0,1.0,31.0,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/808-Broadway-APT-5K-New-York-NY-10003/244746889_zpid/
435,11 5th Ave # 10V,New York,NY,10003,1455000.0,,1.0,1.0,74.0,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/11-5th-Ave-10V-New-York-NY-10003/244778573_zpid/
436,70 E 10th St APT 18F,New York,NY,10003,2840000.0,1500.0,2.0,2.0,,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/70-E-10th-St-APT-18F-New-York-NY-10003/79494372_zpid/
437,222 Park Ave S APT 3D,New York,NY,10003,2390000.0,1300.0,2.0,2.0,115.0,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/222-Park-Ave-S-APT-3D-New-York-NY-10003/72516401_zpid/
438,63 E 9th St APT 12O,New York,NY,10003,1995000.0,,2.0,2.0,,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/63-E-9th-St-APT-12O-New-York-NY-10003/244725210_zpid/
439,7 E 14th St APT 21G,New York,NY,10003,2195000.0,1350.0,2.0,2.0,,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/7-E-14th-St-APT-21G-New-York-NY-10003/120109484_zpid/
440,23 Waverly Pl APT 4L,New York,NY,10003,679000.0,500.0,0.0,1.0,,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/23-Waverly-Pl-APT-4L-New-York-NY-10003/244702821_zpid/
441,39 5th Ave # 2C,New York,NY,10003,1595000.0,,1.0,1.0,,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/39-5th-Ave-2C-New-York-NY-10003/72513236_zpid/
442,1 5th Ave APT 10D,New York,NY,10003,3250000.0,,2.0,2.0,43.0,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/1-5th-Ave-APT-10D-New-York-NY-10003/91772461_zpid/
443,40-50 E 10th St # 4A,Manhattan,NY,10003,1575000.0,,1.0,2.0,,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/40-50-E-10th-St-4A-Manhattan-NY-10003/2091568993_zpid/
444,305 2nd Ave APT 718,NEW YORK,NY,10003,1425000.0,990.0,1.0,1.0,,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/305-2nd-Ave-APT-718-New-York-NY-10003/63866716_zpid/
445,7 E 14th St APT 1406,New York,NY,10003,2249000.0,,2.0,2.0,43.0,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/7-E-14th-St-APT-1406-New-York-NY-10003/79496431_zpid/
446,32 E 1st St # 3B,New York,NY,10003,1475000.0,582.0,1.0,1.0,,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/32-E-1st-St-3B-New-York-NY-10003/2092746956_zpid/
447,60 E 9th St APT 328,New York,NY,10003,999000.0,,1.0,1.0,,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/60-E-9th-St-APT-328-New-York-NY-10003/244862203_zpid/
448,130 E 18th St APT 9V,New York,NY,10003,948000.0,750.0,1.0,1.0,92.0,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/130-E-18th-St-APT-9V-New-York-NY-10003/244714140_zpid/
449,43 E 10th St APT 5H,New York,NY,10003,649000.0,,0.0,1.0,,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/43-E-10th-St-APT-5H-New-York-NY-10003/244722371_zpid/
450,115 E 9th St APT 6M,New York,NY,10003,575000.0,400.0,0.0,1.0,,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/115-E-9th-St-APT-6M-New-York-NY-10003/115826249_zpid/
451,201 E 15th St APT 4A,New York,NY,10003,795000.0,,1.0,1.0,,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/201-E-15th-St-APT-4A-New-York-NY-10003/244822938_zpid/
452,115 E 9th St APT 2R,New York,NY,10003,985000.0,,1.0,1.0,43.0,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/115-E-9th-St-APT-2R-New-York-NY-10003/94883464_zpid/
453,239 E 10th St # PHA,New York,NY,10003,1045000.0,750.0,1.0,1.0,263.0,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/239-E-10th-St-PHA-New-York-NY-10003/2093045940_zpid/
454,215 E 19th St # 14F,New York,NY,10003,1425000.0,686.0,0.0,1.0,,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/215-E-19th-St-14F-New-York-NY-10003/2092558348_zpid/
455,130 E 18th St APT 8M,New York,NY,10003,685000.0,,0.0,1.0,,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/130-E-18th-St-APT-8M-New-York-NY-10003/244876805_zpid/
456,41 5th Ave APT 8F,New York,NY,10003,1488888.0,,1.0,1.0,92.0,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/41-5th-Ave-APT-8F-New-York-NY-10003/244714012_zpid/
457,55 E 9th St APT 4D,New York,NY,10003,925000.0,775.0,1.0,1.0,,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/55-E-9th-St-APT-4D-New-York-NY-10003/2092164263_zpid/
458,40 E 9th St APT 8B,New York,NY,10003,1295000.0,,1.0,1.0,78.0,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/40-E-9th-St-APT-8B-New-York-NY-10003/244778945_zpid/
459,808 Broadway APT 5K,New York,NY,10003,1295000.0,900.0,1.0,1.0,31.0,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/808-Broadway-APT-5K-New-York-NY-10003/244746889_zpid/
460,11 5th Ave # 10V,New York,NY,10003,1455000.0,,1.0,1.0,74.0,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/11-5th-Ave-10V-New-York-NY-10003/244778573_zpid/
461,70 E 10th St APT 18F,New York,NY,10003,2840000.0,1500.0,2.0,2.0,,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/70-E-10th-St-APT-18F-New-York-NY-10003/79494372_zpid/
462,222 Park Ave S APT 3D,New York,NY,10003,2390000.0,1300.0,2.0,2.0,115.0,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/222-Park-Ave-S-APT-3D-New-York-NY-10003/72516401_zpid/
463,63 E 9th St APT 12O,New York,NY,10003,1995000.0,,2.0,2.0,,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/63-E-9th-St-APT-12O-New-York-NY-10003/244725210_zpid/
464,7 E 14th St APT 21G,New York,NY,10003,2195000.0,1350.0,2.0,2.0,,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/7-E-14th-St-APT-21G-New-York-NY-10003/120109484_zpid/
465,23 Waverly Pl APT 4L,New York,NY,10003,679000.0,500.0,0.0,1.0,,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/23-Waverly-Pl-APT-4L-New-York-NY-10003/244702821_zpid/
466,39 5th Ave # 2C,New York,NY,10003,1595000.0,,1.0,1.0,,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/39-5th-Ave-2C-New-York-NY-10003/72513236_zpid/
467,1 5th Ave APT 10D,New York,NY,10003,3250000.0,,2.0,2.0,43.0,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/1-5th-Ave-APT-10D-New-York-NY-10003/91772461_zpid/
468,40-50 E 10th St # 4A,Manhattan,NY,10003,1575000.0,,1.0,2.0,,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/40-50-E-10th-St-4A-Manhattan-NY-10003/2091568993_zpid/
469,305 2nd Ave APT 718,NEW YORK,NY,10003,1425000.0,990.0,1.0,1.0,,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/305-2nd-Ave-APT-718-New-York-NY-10003/63866716_zpid/
470,7 E 14th St APT 1406,New York,NY,10003,2249000.0,,2.0,2.0,43.0,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/7-E-14th-St-APT-1406-New-York-NY-10003/79496431_zpid/
471,32 E 1st St # 3B,New York,NY,10003,1475000.0,582.0,1.0,1.0,,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/32-E-1st-St-3B-New-York-NY-10003/2092746956_zpid/
472,60 E 9th St APT 328,New York,NY,10003,999000.0,,1.0,1.0,,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/60-E-9th-St-APT-328-New-York-NY-10003/244862203_zpid/
473,130 E 18th St APT 9V,New York,NY,10003,948000.0,750.0,1.0,1.0,92.0,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/130-E-18th-St-APT-9V-New-York-NY-10003/244714140_zpid/
474,43 E 10th St APT 5H,New York,NY,10003,649000.0,,0.0,1.0,,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/43-E-10th-St-APT-5H-New-York-NY-10003/244722371_zpid/
475,115 E 9th St APT 6M,New York,NY,10003,575000.0,400.0,0.0,1.0,,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/115-E-9th-St-APT-6M-New-York-NY-10003/115826249_zpid/
476,201 E 15th St APT 4A,New York,NY,10003,795000.0,,1.0,1.0,,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/201-E-15th-St-APT-4A-New-York-NY-10003/244822938_zpid/
477,115 E 9th St APT 2R,New York,NY,10003,985000.0,,1.0,1.0,43.0,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/115-E-9th-St-APT-2R-New-York-NY-10003/94883464_zpid/
478,239 E 10th St # PHA,New York,NY,10003,1045000.0,750.0,1.0,1.0,263.0,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/239-E-10th-St-PHA-New-York-NY-10003/2093045940_zpid/
479,333 E 14th St APT 8D,New York,NY,10003,895000.0,,1.0,1.0,,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/333-E-14th-St-APT-8D-New-York-NY-10003/72518791_zpid/
480,230 E 15th St APT 7M,New York,NY,10003,899000.0,,1.0,1.0,,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/230-E-15th-St-APT-7M-New-York-NY-10003/244846056_zpid/
481,69 5th Ave APT 6G,New York,NY,10003,2150000.0,,2.0,2.0,59.0,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/69-5th-Ave-APT-6G-New-York-NY-10003/244759830_zpid/
482,69 5th Ave APT 9D,New York,NY,10003,2450000.0,,2.0,2.0,,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/69-5th-Ave-APT-9D-New-York-NY-10003/244861362_zpid/
483,44 E 12th St APT 2B,New York,NY,10003,1250000.0,700.0,1.0,1.0,72.0,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/44-E-12th-St-APT-2B-New-York-NY-10003/143088480_zpid/
